cycle,phase,pattern,label,reset_gradient,applied_update,target_out,other_out,margin,score0,score1,score0_cmp,score1_cmp,out0_cmp,out1_cmp,correct,mean_hidden_act,act0,act1,act2,act3,act4,act5,act6,act7,lose0,lose1,lead01,lead10,max_abs_hidden_delta_signal,post_update_margin,d_margin_after_update,max_abs_readout_weight_signed_delta,max_abs_output_bias_signed_delta,max_abs_readout_signed_delta,max_abs_hidden_signed_delta
0,initial_eval,0,0,False,False,0.127543,0.134611,-0.007068,0.143397,0.152076,0.00788511,0.00770796,0.127536,0.134603,False,0.0905694125,0.0587728,0.194423,0.049346,0.099239,0.0478419,0.0691867,0.111589,0.0941569,0.339399,0.339278,1.21433,1.21424,,,,,,,
1,initial_eval,1,1,False,False,0.135686,0.128408,0.007278,0.150274,0.159827,0.0284345,0.0282743,0.128401,0.135679,True,0.07119829999999999,0.0629245,0.129433,-3.3508e-26,0.1868,0.0107474,0.0814974,0.0435799,0.0546042,0.339602,0.339371,1.20386,1.20372,,,,,,,
2,initial_eval,2,1,False,False,0.137389,0.130804,0.00658479,0.142621,0.150384,0.0118544,0.0117627,0.130797,0.137381,True,0.096778775,0.101403,0.0690149,0.150536,0.0421659,0.084206,0.0846074,0.121207,0.12109,0.341442,0.341417,1.19345,1.19326,,,,,,,
3,initial_eval,3,0,False,False,0.131511,0.138217,-0.00670617,0.145734,0.153742,0.00818712,0.00803675,0.131504,0.13821,False,0.09145944999999998,0.177598,0.0626052,0.0967103,0.0976938,0.0551306,0.112826,0.07512,0.0539917,0.339947,0.339874,1.18312,1.18288,,,,,,,
4,train,0,0,True,True,0.128787,0.135701,-0.00691319,0.143396,0.152076,0.00788503,0.00770788,0.12878,0.135693,False,0.0905683,0.0587714,0.194422,0.0493446,0.099237,0.0478408,0.0691852,0.11159,0.0941554,0.339441,0.339319,0.877347,0.926446,2.44873e-07,-0.00684451,6.86803e-05,0.0832489,3.63341e-06,0.0832489,5.52561e-07
5,train,1,1,True,True,0.136056,0.128921,0.0071347,0.150532,0.159824,0.0284885,0.0282405,0.128914,0.136048,True,0.071197075,0.062923,0.129432,-2.07571e-26,0.186798,0.0107464,0.0814954,0.0435792,0.0546026,0.339599,0.339425,0.87694,0.927071,2.44601e-07,0.00755592,0.000421214,0.0561932,3.42425e-06,0.0561932,5.5256e-07
6,train,2,1,True,True,0.137041,0.130375,0.00666632,0.142639,0.150382,0.0118589,0.0117623,0.130367,0.137033,True,0.0967776625,0.101402,0.0690133,0.150535,0.0421645,0.0842051,0.0846064,0.121206,0.121089,0.341479,0.341459,0.878941,0.924195,3.01001e-07,0.00668642,2.00973e-05,1.75044e-07,3.43084e-06,3.43084e-06,5.52559e-07
7,train,3,0,True,True,0.131794,0.138518,-0.00672409,0.145741,0.153828,0.00818335,0.00803506,0.131787,0.138511,False,0.091458475,0.177599,0.0626033,0.0967092,0.0976924,0.0551296,0.112825,0.0751191,0.0539902,0.339987,0.339901,0.87967,0.923223,3.00162e-08,-0.00665837,6.57287e-05,0.0305585,3.62332e-06,0.0305585,5.52559e-07
8,train,0,0,True,True,0.1287,0.135428,-0.00672794,0.144224,0.15216,0.00783899,0.00773811,0.128693,0.13542,False,0.09056708749999999,0.05877,0.194421,0.0493434,0.099235,0.0478398,0.0691836,0.11159,0.0941539,0.339386,0.339332,0.877714,0.925904,3.82866e-08,-0.00653974,0.000188201,0.0830754,3.63169e-06,0.0830754,5.52558e-07
9,train,1,1,True,True,0.136302,0.128975,0.00732668,0.150872,0.16062,0.0284666,0.0282476,0.128968,0.136294,True,0.07119579999999999,0.0629215,0.12943,-2.07559e-26,0.186797,0.0107454,0.0814932,0.0435784,0.0546009,0.339576,0.339368,0.876549,0.927662,4.35443e-07,0.00783669,0.000510007,0.0561106,3.42293e-06,0.0561106,5.52557e-07
